comentarios	status
i particularly    being assaulted by strident cords of music that would blare out with very little warning and even less meaning  	0
it is just the sort of pap that is screened in the  to punish the unemployed for not having   	0
totally different with loads of understatement and black comedy this is a film few get to see but those who do will  it  	1
this movie creates its own universe and is fascinating in every way  	1
but this movie really got to me  	1
see it  	1
i really hope the team behind this movie makes more movies and that they will continue to do so in their own  kinda weird   	1
and i  t casting re i superb with trond fausa aurvåg being perfect in t role as t botrsome man who doesnt understand wre  is what  is  and why  	1
this movie is a good and humorous comment on life in 2006  	1
i found this move beautiful enjoyable and uplifting  	1
initially the local sites in the film which was filmed here in buffalo intrigued me  	1
later i found myself lost in the power of the film  	1
the  audience applauded at the conclusion of the film  	1
i left the theater with a lilt in  step joy in   and hope for the human race  	1
duris has a wholesome appearance and gives a fine performance  	1
the rest of the cast also play well  	1
cinematography  including fine views of barcelona and its famed gaudi towers  	1
about  minutes into this film i started having second thoughts  	0
about half way through this film i started to dislike it  	0
by the time the film ended i not only disliked it i despised it  	0
what this film lacks is a convincing script  	0
the script looks as if only a rough draft was written and shooting  before a  script was completed  	0
things happen characters personalities change plot twists occur for no real reason other than that script calls for it  	0
the cast is good  	1
for that its worth checking out  	1
this is probably the most irritating show i have ever seen in   life  	0
it is indescribably the most annoying and idiotic show i have ever seen  	0
everything about it is just bad  	0
i could not understand what kind of idiot would produce this mess in the first place not to mention  season  	0
the script is bad very bad  it  both cheesiness and unethical joke that you  see in rated r or nc17 movie  	0
the casting is also horrible cause all you see is a really really bad actors period  	0
final word this show is a real torture  	0
it is zillion times away from   	0
 washing machine twirling around wouldnt hurt your eyes as much as this show  	0
rating 0/10 grade z  the show is so bad that even mot of the cast pull   out of the show  	0
  foxs road house 1948 is not only quite a silly noir but is an implausible unmitigated bore of a movie  	0
 of unconvincing cardboard characters it is blandly written by edward chodorov who also produced and is surprisingly directed by  negulesco from whom one would expect a great deal more  	0
from here on the widmark character  unintentionally comical  	0
his losing his marbles so early in the proceedings is totally implausible and unconvincing  	0
and if that isnt enough of a mess of a movie for you  the picture is also marred with a constant use of   and indoor exteriors  	0
whatever prompted  a documentary is beyond me  	0
very serious  this movie was a huge disappointment  	0
there are so many problems i dont know where to start  	0
the cast was great  	1
steve martin delivers a really funny performance of a middleaged upper  uptight white   	1
 betty white and  smart and you have a great cast   played their parts really well  	1
but the movie makes a lot of serious mistakes  	0
first of all there are enough racial stereotypes and racial jokes to offend   	0
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs  	0
putting the race card aside lets look at the major flaw in the film they destroy latifas character  	0
there is no real plot  	0
i wouldnt see this movie again for free  	0
steamboat willie is an amazingly important film to our cinema history  	1
this second appearance of mickey mouse  the silent plane crazy  that year is probably his most  filmmostly because it was so groundbreaking  	1
while you dont yet hear mickey speak there are tons of sound effects and music throughout the filmsomething we take for granted now but which was a huge crowd pleaser in 1928  	1
however after seeing the short again after about 25 years i was amazed at how timeless the film actually is  	1
its just adorable seeing mickey playing "turkey in the strawin a highly imaginative if occasionally cruel way  	1
clever and a real crowdpleaserthis film still ranks among mickeys best films even after 80 wonderful years  	1
the bipolarity of the ruthless thug one minute a ruthless killer the next minute a luvs diaper commercial is completely unconvincing  	0
im terribly disappointed that this film would receive so many awards and accolades especially when there are far more  works of film out there  	0
the original body and soul 1947 is a masterpiece  	1
john garfield ann revere lilli plmer william conrad canada leeand filmed by one of the greatest cinematographers to ever grace the screenjames wong howe  	1
i dont think there are any redeeming qualities in this remake  	0
this may be t only bad film  ever made  	0
so badwellits just bad  	0
this movie is a solid example of a bad plot and a very very bad idea all the way  	0
its a shame to see good actors like thomerson and james make a living in a mess like this  	0
i thought it was bad  	0
both films are terrible but to the  of the 1986 version it was watchable  	0
lets start with all the problemsthe acting especially from the lead professor was very very bad  	0
the script is a big flawed mess  	0
the best example of how dumb the writing is when its established that you can turn the zombiestudents back into humans by  a necklace containing a piece of the meteorite  	0
director paul matthews who also wrote/directed the weak 1995  movie "grim" clearly doesnt know how to pace his films  	0
the movie is terribly boring in places  	0
the lighting is awful  	0
the film looks cheap and bland  	0
one of the most disappointing aspects is the lack of  gore  	0
this convention never worked well in the past and certainly doesnt work here  	0
the  effects were awful  	0
the cg   in space looked like it could have   on microsoft slideshow for gods sake  	0
the "explosionof the gas tanks at the end was just as awful  	0
okay i like to consider myself a  critic so  give  where s duethe creature effects were actually pretty cool  	1
gotta love those closeups of slimy drooling   	1
to sum the film up "breedersis a terrible cheaply made horror movie that should be avoided like the ebola virus  	0
not recommended  	0
 is almost unbearable to watch on screen  has little to no charisma and terrible comedic timing  	0
aside from its terrible lead this film has loads of other debits  	0
i understand that its supposed to be a cheap popcorn comedy but that doesnt mean that it has to completely insult our intelligence and have writing so incredibly hackneyed that it borders on offensive  	0
lewis blacks considerable talent is wasted re too as  is at his most incendiary wn  is unrestrained which t pg13 rating certainly wont   	0
t films sole bright spot was  hill who will look almost  to fans of t recent superbad  to t amount of weight  lost in t interim  	1
with the originality and freshness of the first movie now spent this remake had little else to offer  	0
the budget was evidently very limited  	0
this was reflected not only in the cast but also in the belowpar script which borrowed much from the  classic  	0
however here there was no decent acting action or location work to balance things up  	0
filmiing was less expansive  	0
it failed to convey the broad sweep of landscapes that were a great part of the original  	0
generally; it just lacked imagination  	0
not recommended  	0
is it possible for a movie to get any worse than this  	0
there is no plot here to keep you going in the first place  	0
even when the women finally show up there is no sign of improvement; the most expected things happen and by the time the film is over you might be far asleep  	0
beware this is not a trashy cult movie this is trash period  	0
i cant believe theres even a sequel to this  	0
which is precisely why i am giving it  a bad review  	0
being a 90s child i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical wb cartoons  	1
but "tiny toonskept the 90s vibe and delivered one of the most popular funny and underrated cartoons ever   	1
the memories are murky but i can only say that i enjoyed every single episode and product related to the show  	1
easily none other cartoon made me  in a tender way before getting into dark sitcoms oriented for teenagers  	1
the characters were all funny and had the peculiarity of not having a true lead character  	1
every single character was hilarious and deserved to be called a lead  	1
every  of this story was so over the top excessively phony and contrived that it was painful to sit through  	0
 lines seem to have  written by a fifteen year old though they are trying oh so so hard to sound like how a fifteen year old would really um you know well talk  	0
perabo has a nice energy level and is obviously very comfortable in front of a camera  	1
there is simply no excuse for something this poorly done  	0
i saw this movie and i thought this is a stupid movie  	0
what is even more stupid is that who had thought an idea that there should be a volcano in los angeles  	0
to be honest with you this is unbelievable nonsense and very foolish  	0
in conclusion i will not bother with this movie because a volcano in los angeles is nothing but nonsense  	0
the story line is just awful  	0
its just painful  	0
and the accents are absolutely abysmal  	0
theres also enough hypocrisy in this film to make me vomit  	0
dont waste your time  this rubbish nonresearched film  	0
i believe that pitch black was done well  	1
the characters are interesting and you want to find out more about them the longer the movie goes on and i think people will be surprised by who does and doesnt make it  	1
go watch it  	1
omit  this  	0
very funny  	1
 rating just 3 out of 10  	0
the characters are interesting and you really care for them  	1
an instant classic with a great soundtrack and a catchy song during the ending credits  	1
dont miss it  	1
this is a  piece of filmmaking with many  simmering and occasionally boiling over in this warts and all  of the poets bohemian  wartime years that span the aerial bombardments of london and the outward tranquillity of a welsh coastal retreat  the borderlines between friendship lust and love  to art and experience versus practical concerns jealousy rivalry cowardice and egotism versus heroism and selfsacrifice and more  	1
a  subtle script that suggests and occasionally brings into   the underlying tensions is well served by perfect performances apart from the odd inappropriate smiling that keira knightley is prone to though  under direction this time as the other characters themselves often mention it  	1
but above all the exquisite  composition of each moment with inventive and elegant use of closeup camera  and lighting including pointillistic faux  movie footage is a  and joy to behold  	1
its as continuously beautiful to look at as a bertolucci but the relationships here are more convincing and the narrative more  than  of that masters work  	1
the  premise is wasted since it is sidelined by the inexplicable  on the documentary crew  	0
regardless the film fails on most   	0
avoid at all costs  	0
i saw this film over christmas and what a great film it was  	1
i thought errol flynn was brilliant as custer and has since become  favourite actor  	1
his acting alongside olivia de havilland was brilliant and the ending was fantastic  	1
i had always known that errol flynn was a brilliant actor as  was  dads favourite actor and i grew up  his films as a child  	1
but it wasnt until i watcd this film that i realised how great  actually was  	1
 give this film 10 out of 10  	1
i know that jim oconnor was very energetic and that nobody could be as much as him but george was well dull  	0
 really didnt seem to want to be hosting; his voiceovers were monotonous didnt get involved with t guests  	0
lovely little thriller from hitchcock with lots of nice shenanigans surrounding a murdered spy a kidnapped child a nasty church a foreign plot and  random taxidermists  	1
jimmy stewart is as ever a great hero for hitchcock the story rips along to its cool climax at an embassy  but it lacks the brooding menace of hitchcocks black and white lowbudget original  	1
nevertheless yet another wonderful film from the great masters stable  	1
i have to say that this film was excellently produced and  the  as a typical sci fi film  	1
excellently produced by one of scifis best producers scot vandiver   	1
but it is entertaining nonetheless  	1
its a campy sort of film thats a joy to watch  	1
theres barely a boring moment in the film and there are plenty of humorous parts  	1
the cast is always entertaining as usual  	1
overall a delight  	1
this movie is so mindbendingly awful it couldnt have even    	0
the film lacks any real scares or tension &  of the medical terminology used throughout is a bit iffy to say the least & i say that as an insulin dependant diabetic myself  	0
the least said about the acting the better  	0
this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south africa  	1
i believe every one should see this movie as i think few people outside of south africa understand its past and what is being attempted in the truth and reconciliation process  	1
nothing short of magnificent photography/cinematography in this film  	1
the acting is fantastic the stories are seamlessly woven together and the dogs are splendid a must  view or see  	1
dont be afraid of subtitles its worth a little aversion therapy 10/10  	1
excellent performance  	1
there still are good actors around  	1
also great directing and photography  	1
very true to shakespear and a must for all shakespear fans  	1
macbeth jason connery moved me to tears with his final monolog out brief candle outhe  the sphere of moral decay and dark forces a human face which makes it the more interesting  	1
helen baxendale is a very credible lady macbeth who can be very cheerfull at times and sometimes  just looks like a naughty girl but deadly in  taste for  and evil  	1
if you love death and decay and shakespears lyrics this is the one  	1
this is a  and delightful adaptation of the dr seuss book brilliantly animated by upas finest and thoroughly  of its academy award  	1
special mention should be made of the superb music score and sound effects which are an integral  in helping to make this  a memorable and enjoyable cartoon  	1
however paul  has indeed made a film "aboutmishima that is both superb & complex  	1
also  is john baileys fine crisp beautifully  cinematography and the great  design & costumes by eiko ishioka who went on to do the memorable costumes for coppolas dracula for which  received a well deserved oscar  	1
even  for poor  values for the time 1971 and the format  kind of miniseries this is baaaaaad  	0
unless youre just out to  "collectall extant films of austens work you can skip this one  	0
if you do watch it however there are small consolations the actresses playing annes sisters each do a wonderful job with their roles  	1
it is not good  	0
speaking of the music it is unbearably predictably and kitchy  	0
then the film just dropped the ball  	0
this is a stunning movie  	1
raw and sublimely moving  	1
it felt like a very gripping intelligent stage play but without the overly theatrical feeling one actually gets from  people on a stage which plays on everyones terror of a white lie escalating to monstrous consequences  	1
all of the  players are mesmerising  	1
tom wilkinson broke   at the end and  elses  by the amount of fumbling for hankies and hands going up to faces among males and females alike  	1
julian fellowes has triumphed again  	1
hes a national treasure  	1
go and see it  	1
this is an excellent film  	1
the aerial scenes were welldone  	1
it was also the right balance of war and love  	1
the film gives meaning to the phrase "never in the history of human conflict has so much  owed by so many to so few  	1
kris kristoffersen is good in this movie and really makes a   	1
a good film by a great director  	1
this is definitely one of the better documentaries i have seen  at family relationships and marriage  	1
there are many continuity errors one other user commented on different cars in the garage joes glassesthe one that got to me the most was the fact joes facial hair configuration seemed to change from scene to scene  	0
this is just a great movie  	1
10 out of 10 stars  	1
i cant see how this movie can be an inspiration to anyone to come out or overcome fear and rejection  	0
its so bad its actually worth seeing just for that reason  	0
punishment park is a brilliant piece of cinema  	1
shot in the southern california desert using his patent faux documentary  watkins creates a film like no other  	1
this is one of peter watkins most accessible films  	1
i  you to look out for it  	1
you wont regret it  	1
highly recommended a+  	1
well just if you keep thinking how bad it is  	0
its a mediocre miserable hollow laughable and predictable piece of garbage  	0
its a case of so bad it is laughable  	0
 very bad performance plays angela bennett a computer expert who is at  all the time  	0
it is a film about nothing just a pretext to show ridiculous action scenes  	0
how awful  is  	0
but  is still a bad actress repeating  robotic face moves in each of  pictures  	0
the results well are a shame  	0
delete this film from your mind  	0
one of the worst shows of all time  	0
the show would begin with smart ass ed  to each other that would be totally off the wall and uncalled for  	0
the fat computer geek was unbelievable the bible thumper the badass girl who are these actors  	0
never  of any of them except  who was totally unbelievable in the part  	0
every time  opened his mouth you expect to ar "you see kidspulling t plug was a mercy killing for this horrible show  	0
the stories were as unbelievable as the actors  	0
lame would be the best way to describe it  	0
 and  are perfectly cast in what is in many ways a modern equivalent of dickens christmas carol in its sensibility  	1
the success of the film depends on the casting of sydney greenstreet as the alexander yardley character  	1
the attractive set used throughout most of the film is an eyepleasing gem  	1
im big fan of rpg games too but this movie its a disgrace to any selfrespecting rpger there is  	0
the lines the cuts the audio everything is wrong  	0
you can find better movies at youtube  	0
top line dont waste your time and money on this one its as bad as it   	0
a lassie movie which should have  "put to sleep" forever  	0
thats how id describe this painfully dreary timewaster of a film  	0
so mediocre in every aspect that it just becomes a dull uninteresting mess this is one of the most forgettable movies ive seen  	0
it isnt even an  as a "sobaditsgoodor "sobaditsmemorablemovie  	0
its an empty hollow shell of a movie  	0
seriously its not worth wasting your or your kids time on  	0
avoid avoid avoid  	0
it will drive you barking mad  	0
the transfers are very good  	1
very nice and relaxing late night viewing  	1
the movie is  of wonderful dancing  the title  	1
  great music and terrific scenery  	1
it handles   issues with dignity and grace and of course has shocking spoiler here  	1
 a happy wonderful  good ending  	1
the point is the journey a journey that  every member of the family  	1
its one of the movies i need to see whenever it  on tvnever mind the fact that i already have it memorized  	1
nothing new there  	0
that was done in the second movie  	0
the movie has almost no action scenes in it and very little comedy  	0
the plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted  	0
what on earth is irons  in this film  	0
i just saw this film and i recommend it  	1
it has a very good plot it holds your complete  the acting is superb tom wilkinson was fantastic and emily watson was also very good  	1
a very good film indeed about great and unconditional love  	1
tom wilkinsons character is a man who is not prepared for t ordeal that is about to begin but   t matter in hand as t story progresses and this great actor gives a performance that makes you  t characters anguish and suffering  	1
emily watsons character is very strong and  has only to give a quick glance and you understand everything  	1
 the pans of reviewers i liked this movie  	1
in fact i liked it better than interview with a vampire and i liked this lestat stuart townsend better than cruises   	1
aailiyah was pretty good as akasha in places compelling  first entrance and mini dance scene  	1
im a big fan of this series mostly  to anne rices  sensitivities and treatments  	1
i guess i liked the details of his dysfunctionhe was believable  	1
the football scenes at the end were perplexing  	0
but i thought his acting was skilled  	1
meredith m was better than all right  	1
a very charming film with wonderful sentiment and   	1
it is  when a   the time to  a worthy moral tale with care and love that doesnt fall into the  of being overly syrupy or over indulgent  	1
nine out of  for a truly lovely film  	1
this early film from  goremeister lucio  is a very good  to the giallo subgenre  	1
this is one of the best italian thrillers of the early 70s  	1
a standout scene  	1
this scene is very strong and unpleasant  	0
technically the film is well made with impressive camerawork solid acting and effective music from riz ortolani  particularly good is a recurring unaccompanied  vocal that sounds like its coming from a distant hill  	1
its still wild stuff though and is highly recommended to fans of giallo cinema  	1
the movie was very interesting from beginning to the end  	1
i liked the way dustin hoffmans character was  to do just about everything to stay with his son  	1
this movie is also revealing  	1
personally i think it shows that people should learn to find a compromise them self without involving other people into issue  	1
and it was boring  	0
i am so tired of clichés that is just lazy writing and here they come in  and fast  	0
ps the only scene in the movie that was cool is when the  character finds  room  up  	1
its a fresh subtle and rather sublime effect  	1
an italian reviewer called this "a small great filmand thats right  	1
all the actors give a wonderful performance especially jennifer rubin as jamie harris who changes from the nervous starlet in the beginning through the strange events  is part of to the cool star  	1
you learn a lot about the real inside emotions of people in this movie and a lot about the movie business itself  	1
the movie in movie situations in the beginning and through the game that is played with  by the "acting coachare fascinating  	1
also the music by mark snow is possibly the best score ive ever   	1
you wont  this movie  	1
why was this film made  	0
the film has an ultracheap look to it  	0
the  is a film that just dont look right  	0
none of them are  or exciting  	0
the plot is nonsense that doesnt interest in the slightest way or have any uniqueness to it  	0
the foreigner is not worth one second of your time  	0
i saw it as a child on tv back in 1973 when it was "the strangerand i loved it  	1
but t duet between t astronaut and his doctor at t beginning of t movie is a perfect  if one considers that this movie was made well into t cold war and t astronauts biggest fear is that  has crasd in t ussr  	1
this movie is so awesome  	1
i loved it it was really scary  	1
i love the scream movies and all horror movies and this one ranks way up there  	1
if you want a real scare  this one  	1
10/10  	1
this is an extraordinary film  	1
as a courtroom drama its compelling as an indictment on the  justice system its frightening  	1
this film highlights the fundamental flaws of the legal process that its not about discovering guilt or innocence but rather is about who presents better in court  	1
the film is well paced understated and one of the best courtroom documentaries ive seen  	1
this mostly routine factbased tv drama gets a  from the fine performance by   	1
predictable but not a bad watch  	1
it was clear that  had the range and ability to pull off this part  	1
 carries the movie well  	1
constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations  	1
it is wonderful and inspiring to watch and i hope that it gets released again on to video or dvd  	1
how this piece of trash was ever released is beyond me the acting the story the characters the supposedly special effects etcits all wrong  	0
in fact this stinker smells like a directtovideo release  	0
avoid at all costs  	0
star trek v the final frontier is the worst in the series  	0
t acting from all involved and that includes those like shatner and nimoy is bad and wasd out and  tm seem as old as ty look in real life t special effects are tacky like wn spock has to rescue kirk on a jet  wn  falls down from a mountain  	0
the attempts at humor were pitiful and story is so awful it dosent  thinking about which basically involves a vulcan stealing the enterprise to find god seriously i just didnt care about any of this film and oh not to mention uhura does a belly dance to distract male guards  	0
the only place good for this film is in the garbage  	0
the worst one of the series  	0
editing the editing of this film was phenomenal in  opinion  	1
when a song could explain the emotions of the subjects better  as when jay adams unfortunate life was a subject of talk the song old man by neil young was played which evokes many emotions  	1
cinematography the film was shot in an interesting way  	1
of course the footage from the 70s was grainy but that only enhanced the film  	1
this film offers many delights and surprises  	1
when achille and philippa beautifully sing a duet from "don giovannithat perfectly describes their  in the movie you appreciate the subtle layers of this excellent film  	1
the story unfolds in 18th  jutland and the use of period music played on period instruments is just one more fine touch  	1
you  general loewenhielms exquisite joy in his partaking of the cailles en sarcophage even though you are just  a movie  but you do wish for just a small sample to savor  	1
but this understated film leaves a lasting impression  	1
the  it generates is in contrast to its austere backdrop  	1
you will leave the theater wanting to go out and dance under the stars  	1
the acting as youd expect from this cast is top notch  	1
the characters are fleshed out surprisingly well particularly grimes and blake and all the actors  their  scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and   	1
angus scrimm also  in a good performance in a somewhat brief but memorable role as the gently menacing violinplaying anatomist doctor quinn  	1
conclusion  i loved it  	1
its a long time since i was so entertained by a movie  	1
i  to find anything bad to say about it  	1
mark  words this is one of those cult films like evil  2 or phantasm that people will still be discovering and falling in love with 20 30 40 years down the line  	1
its pretty  that this wonderful film was made in 1949 as  generally had its collective  in the  concerning black and white issues at that time  	1
the film deserves strong kudos for taking this stand for having exceptional acting from its mostly lesserknown cast and for the superintelligent script that doesnt insult the audience or take the easy way out when it  to white   	1
plus with the movies rather modest budget and fast  time it does an amazing job  	1
juano hernandez an exceptional actor who played supporting roles in many films of the era is a  black man who is  of murdering a white man in the south  	1
trumbull on i love   	1
see it with your kids if you have a chanceit will open up  amazing dialog about how far race  have come in the last 50 years  	1
see both films if you can  	1
it was that year however that reminded us that huston was still at the top of his game as evinced by his faithful adaptation of james joyces acclaimed novella "the   	1
feelings thoughtsgabriels  during the danceall these intangibles leap to life and come within the viewers grasp in hustons portrayal  	1
very disappointed and wondered how it could be in the oscar shortlist  	0
its very slow  	0
lot of holes in t plot tres nothing about how  became t emperor; nothing about wre  spend 20 years between his  and  age  	0
 dont waste your time  	0
end of days is one of the worst bigbudget action movies ive ever seen  	0
 surely doesnt know how to make a corent action movie from t screenwriter of  force one who was only obliged to write t script just for a big sum of money  	0
this was one of the worst films i have ever seen  	0
im still trying to get over how bad it was  	0
this movie is possibly one of the most creative works of horror ever  	1
it has everything you could want suspense drama comedy  subplots native  brain eating if youre  for the beall endall of brainsucking movies look no further  	1
with great sound effects and impressive special effects i cant recommend this movie enough  	1
call me a nut but i think this is one of the best movies ever  	1
great character actors telly savalas and peter boyle  	1
1 hour 54 minutes of sheer tedium melodrama and horrible acting a mess of a script and a sinking feeling of good lord what were they thinking  	0
lots of holes in the script  	0
its like a bad two hour tv movie  	0
now imagine that every single one of those decisions was made wrong  	0
the dialogue is atrocious  	0
the acting is beyond abysmal  	0
everything stinks  	0
trouble is the writing and directing make it impossible to establish those things that make a movie watchable like character story  and so on  	0
worse theres an incredibly weak subplot thrown in that follows a little band of latterday mansonites as they go after a reporter whos working on a story on the anniversary of the killings  	0
its dumb and pointless and a complete waste of time  	0
in short dont bother with this movie  	0
i wont spoil it but the ending in pretty amazing  	1
the best scene in the movie is at the end but i wont spoil it  	1
if there was ever an indication of a writer and a directors ability to meld two highly volatile temperaments into a seamless union of creativity then this is it  	1
the  is a powerhouse  made more timely now  because of our cultures  fascination with celebrity and its  interpretations of fame  	1
a film not easily forgotten  	1
but kevin spacey is an excellent verbal tsunami as buddy ackerman  and totally believable because  is a great actor  	1
the scripting of the subtle comedy is unmatched by any movie in recent years  	1
the characters are interesting even if a bit predictable  	1
highly recommended for all ages although the younger set will probably not appreciate  of the more subtle references they will certainly appreciate one galley scene in particular  	1
great movie  	1
also the story and acting were weak  	0
at around 4 pm i bought it at around 8pm i started to watch at around 815pm i fast forwarded the  film to see if there was anything left watchable for a human being with a brain but there wasnt  	0
either way it sucks  	0
the script is horrendously stupid  	0
the story starts too fast with absolutely no suspense or buildup in the slightest  	0
everything captain howdy says is either laughable or just plain stupid  	0
what the hell kind of crap is that  	0
then theres the plot holes  	0
you could drive a semi truck into these holes  	0
linda cardellini is the only thing good in this film  	1
shes poised and amazing  	1
dee snider just plain sucks  	0
 cant act one of t least scary villains i have ever seen  cant write did  write this damn movie in his sleep  	0
i was bored throughout the whole damn thing  	0
the acting sucks the music sucks the script sucks the  sucks the special fx suck the directing sucks basically this movie sucks  	0
this film tries to be a serious and sophisticated thriller/horror flick and it fails miserably  	0
this is probably one of the least effective and utterly unoriginal films i have ever seen in   life  	0
a piece of cinematic garbage captured on celluloid  	0
avoid at any and all costs  	0
at any rate this film stinks its not funny and  should have stayed with giallo and supernatural zombie movies  	0
avoid this film at all costs  	0
i dont know what happened in season five what a mess  	0
the only consistent thread holding the series together were the amazing performances of leni parker and anita laselva as the two taelons in quiet idealogical conflict  	0
now this is a movie i really dislike  	0
its one of the most boring horror movies from the 90s mainly because it starts slow and centers in a boring atmosphere  	0
the puppets look really cheesy  not in a good way like in the puppet   flicks  	0
the story is lame not interesting and never really explains the sinister origins of the puppets  	0
there arent death scenes like in  movies and the f/x are terrible  	0
i felt asleep the first time i watched it so i can recommend it for insomniacs  	0
the fact is this film is a wonderful heartwarming tale about two people chasing their dreams  	1
the best part about "nurse bettyis its unpredictability  	1
director neil labute uses brutal violence to seperate dreams from  and along with the touching drama and hilarious comedy you can never  what is going to happen next  	1
otherwise dont even waste your time on this  	0
this one just fails to  any real suspense  	0
as for the killer dont expect anything original or even remotely frightening  	0
there is however  pretty good acting at least for this type of film  	1
im so sorry but i really cant recommend it to anyone  	0
one of the most boringpointless movies i have ever seen  	0
the secondary plot line is incomprehensible and its relation to the primary plot line is mystifying  	0
hated it  	0
this is one of the worst sandra bullock movie since speed 2 but not quite that bad  	0
i dont understand how this garbage got on the shelves of the movie store its not even a real movie  	0
i highly doubt that anyone could ever like this trash  	0
this is not moviemaking  	0
the acting is like  wooden puppets moving around and reading from a book thats how bad it is  	0
so i am here to warn youdo not  this movie it is the dumbest thing you have never seen  	0
i saw this short film on hbo the other day and absolutely loved it  	1
i didnt realize how wonderful the short really is until the last two scenes  	1
excellent short film  	1
 the director james cox can turn the short into a  length film with the same cast or win us over with a whole new film  	1
i agree with jessica this movie is pretty bad  	0
characters are onedimensional even the good guys and especially the bad guys  	0
the story line is totally predictable  	0
not much dialogue not much music the whole film was shot as elaborately and aesthetically like a sculpture  	1
ive seen soap operas more intelligent than this movie  	0
bad characters bad story and bad acting  	0
really awful  	0
not easy to watch  	0
funny clever hip  just like prays  film   	1
it was a long time that i didnt see a so charismatic actor on screen  	1
paolo sorrentino has written a wonderful story about loneliness and tony has  one of the most unforgettable characters seen in movies in recent years  	1
the movie is not completely perfect but titta di girolamo will stay with you for a long time after the vision of the movie  	1
i rate this movie 9/10  	1
i do not know if this was emilio estevezs  debut but the  the interplay and development of the characters as well as  clever camera work surrounding the character estevez plays all  a natural eye  	1
the interplay between martin and emilio  the same wonderful  we saw in wall street with martin and charlie  	1
kathy bates is wonderful in  characters subtle desperation and escapism; a variation on  character in "at play in the fields of the lord"  	1
for  who have already seen one of miyazakis films  is still in top form and made anotr worthwhile experience  	1
it never condescends all the characters have good genuine  and believable problems  	1
the two  characters may be two of the most believable children i ever saw put on screen  	1
they are so easy to love but even more easy to identify with  	1
this movie is greatespecially if you enjoy  arts  	1
the scenery that the two daughters paint and photograph are beautiful  	1
the story is also both funny and poignant at times  	1
people who like european films and "art movieswill like this movie  	1
this is truly an art movieit actually has a lot of art in it  	1
go  it  	1
however after finally  this film i realized that not only had i had a  mind to the brilliance it depicts i also found myself  it over and over again  	1
its the one movie that never ceases to interest me simply because it keeps me alert as i try to  to decipher its meanings  	1
brilliance indeed  	1
but if you liked movies like the matrix and better yet their sequels i think youll appreciate the thought provoking mindblowing experience this film will give you  	1
think of the film being like a dream  	1
simply beautiful  	1
both rickman and stowe play their roles to the hilt in this tale of a childrens book writer who maybe has written a subversive tract  	1
its a gloriously fun fast paced and fairly accurate portrayal of the night of a raver  	1
it presents a idyllic yet serious portrayal of the ups and downs of the characters lives  	1
just whatever you do avoid "grooveas its the antithesis of all that is good about human traffic  	0
its too bad that  else involved didnt  crowes level of  to quality for if they did  have a far better film on our hands than this subpar mess  	0
the movie seemed a little slow at first  	0
but it picked up speed and got right to the point  	1
it showed exactly how the government and the scientist argued for humanity and the  of the "gadget"  	1
i enjoyed it  	1
i have recommended it to   	1
i was particularly pleased with the acting ability of dwight schultz  	1
both actors truly understand and become their particular character  a convincing sincere performance  	1
their onscreen  critical to the  film is genuine  	1
the films dialogue is natural real to life  	1
the writer gorman bechard undoubtedly did his homework because all references are industry and characterage appropriate  	1
the incredible soundtrack truly captures the essence of the film  	1
each track commands sentiment actually contributing to the scenes and characters  	1
definitely worth seeing its the sort of thought provoking film that forces you to question your own threshold of loneliness  	1
hayao miyazakis  and eighth film for  ghibili "gake no ue no ponyoponyo on the cliff by the sea is a wonderfully fun and imaginative look at   	1
at a time when it seems that film animation has  dominated by disney/pixars cgi masterpieces it is both refreshing and comforting to know that miyazaki is still relying on  handdrawn animation to  his charming and enchanting stories  	1
enough can not be said of the remarkable animation in this film  	1
the art  has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful  	1
if you act in  a film you should be glad that youre gonna drift away from earth as far as possible  	0
this one wants to surf on the small wave of space movies in 1998 deep impact and armageddon and this one fails everywhere  	0
if you havent choked in your own vomit by the end by all the cheap drama and worthless dialogue youve must have bored yourself to death with this waste of time  	0
still it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost  	1
just consider the excellent story solid acting and look of the film as added bonuses  	1
 we got a bore fest about a whiny spoiled brat babysitting  	0
then i watched it again two sundays ago march  2005 and i  to really enjoy it and this time i taped the  thing  	1
it is a very well acted and done tv movie  	1
judith light is one of  favorite actresses and i think  does a superb job in this film  	1
i keep  it over and over  	1
its a sad movie but very good  	1
if you have not seen this movie i definitely recommend it  	1
 is as lovely as usual this cutie  	1
still its quite interesting and entertaining to   	1
; recommend with confidence  	1
this movie is wellbalanced with comedy and drama and i thoroughly enjoyed myself  	1
it was a riot to see hugo weaving play a sexobsessed gay real estate salesman who uses his clients houses for his trysts with the flaming darren tom hollander  	1
  the plot flowed smoothly and the malebonding scenes were a hoot  	1
the   of this gem is a classic and the cat n mouse games that  are a delight to watch  	1
fans of the genre will be in heaven  	1
 had become a great actress  	1
